signal_id,location_id,date,syndrome,patient_count
opd_000588,loc_003,2026-07-27,rash,2
opd_000589,loc_003,2026-07-28,fever,18
opd_000590,loc_003,2026-07-28,diarrhea,11
opd_000591,loc_003,2026-07-28,cough,4
opd_000592,loc_003,2026-07-28,rash,1
opd_000593,loc_003,2026-07-29,fever,17
opd_000594,loc_003,2026-07-29,diarrhea,10
opd_000595,loc_003,2026-07-29,cough,6
opd_000596,loc_003,2026-07-29,rash,1
opd_000597,loc_003,2026-07-30,fever,15
opd_000598,loc_003,2026-07-30,diarrhea,10
opd_000599,loc_003,2026-07-30,cough,4
opd_000600,loc_003,2026-07-30,rash,0
opd_000601,loc_003,2026-07-31,fever,18
opd_000602,loc_003,2026-07-31,diarrhea,13
opd_000603,loc_003,2026-07-31,cough,4
opd_000604,loc_003,2026-07-31,rash,3
opd_000605,loc_003,2026-08-01,fever,16
opd_000606,loc_003,2026-08-01,diarrhea,10
opd_000607,loc_003,2026-08-01,cough,3
opd_000608,loc_003,2026-08-01,rash,1
opd_000609,loc_003,2026-08-02,fever,15
opd_000610,loc_003,2026-08-02,diarrhea,10
opd_000611,loc_003,2026-08-02,cough,3
opd_000612,loc_003,2026-08-02,rash,0
opd_000613,loc_003,2026-08-03,fever,16
opd_000614,loc_003,2026-08-03,diarrhea,13
opd_000615,loc_003,2026-08-03,cough,2
opd_000616,loc_003,2026-08-03,rash,0
opd_000617,loc_003,2026-08-04,fever,17
opd_000618,loc_003,2026-08-04,diarrhea,12
opd_000619,loc_003,2026-08-04,cough,6
opd_000620,loc_003,2026-08-04,rash,1
opd_000621,loc_003,2026-08-05,fever,15
opd_000622,loc_003,2026-08-05,diarrhea,13
opd_000623,loc_003,2026-08-05,cough,2
opd_000624,loc_003,2026-08-05,rash,2
opd_000625,loc_003,2026-08-06,fever,16
opd_000626,loc_003,2026-08-06,diarrhea,14
opd_000627,loc_003,2026-08-06,cough,2
opd_000628,loc_003,2026-08-06,rash,3
opd_000629,loc_003,2026-08-07,fever,16
opd_000630,loc_003,2026-08-07,diarrhea,12
opd_000631,loc_003,2026-08-07,cough,6
opd_000632,loc_003,2026-08-07,rash,1
opd_000633,loc_003,2026-08-08,fever,16
opd_000634,loc_003,2026-08-08,diarrhea,14
opd_000635,loc_003,2026-08-08,cough,2
opd_000636,loc_003,2026-08-08,rash,3
opd_000637,loc_003,2026-08-09,fever,18
opd_000638,loc_003,2026-08-09,diarrhea,11
opd_000639,loc_003,2026-08-09,cough,3
opd_000640,loc_003,2026-08-09,rash,3
opd_000641,loc_003,2026-08-10,fever,16
opd_000642,loc_003,2026-08-10,diarrhea,13
opd_000643,loc_003,2026-08-10,cough,4
opd_000644,loc_003,2026-08-10,rash,0
opd_000645,loc_003,2026-08-11,fever,17
opd_000646,loc_003,2026-08-11,diarrhea,10
opd_000647,loc_003,2026-08-11,cough,2
opd_000648,loc_003,2026-08-11,rash,3
opd_000649,loc_003,2026-08-12,fever,14
opd_000650,loc_003,2026-08-12,diarrhea,14
opd_000651,loc_003,2026-08-12,cough,4
opd_000652,loc_003,2026-08-12,rash,1
opd_000653,loc_003,2026-08-13,fever,14
opd_000654,loc_003,2026-08-13,diarrhea,14
opd_000655,loc_003,2026-08-13,cough,3
opd_000656,loc_003,2026-08-13,rash,1
opd_000657,loc_003,2026-08-14,fever,14
opd_000658,loc_003,2026-08-14,diarrhea,13
opd_000659,loc_003,2026-08-14,cough,3
opd_000660,loc_003,2026-08-14,rash,3
opd_000661,loc_003,2026-08-15,fever,16
opd_000662,loc_003,2026-08-15,diarrhea,11
opd_000663,loc_003,2026-08-15,cough,3
opd_000664,loc_003,2026-08-15,rash,0
opd_000665,loc_003,2026-08-16,fever,21
opd_000666,loc_003,2026-08-16,diarrhea,14
opd_000667,loc_003,2026-08-16,cough,5
opd_000668,loc_003,2026-08-16,rash,2
opd_000669,loc_003,2026-08-17,fever,29
opd_000670,loc_003,2026-08-17,diarrhea,18
opd_000671,loc_003,2026-08-17,cough,4
opd_000672,loc_003,2026-08-17,rash,0
opd_000673,loc_003,2026-08-18,fever,30
opd_000674,loc_003,2026-08-18,diarrhea,22
opd_000675,loc_003,2026-08-18,cough,6
opd_000676,loc_003,2026-08-18,rash,2
opd_000677,loc_003,2026-08-19,fever,42
opd_000678,loc_003,2026-08-19,diarrhea,28
opd_000679,loc_003,2026-08-19,cough,4
opd_000680,loc_003,2026-08-19,rash,2
opd_000681,loc_003,2026-08-20,fever,45
opd_000682,loc_003,2026-08-20,diarrhea,35
opd_000683,loc_003,2026-08-20,cough,2
opd_000684,loc_003,2026-08-20,rash,0
opd_000685,loc_003,2026-08-21,fever,52
opd_000686,loc_003,2026-08-21,diarrhea,41
opd_000687,loc_003,2026-08-21,cough,4
opd_000688,loc_003,2026-08-21,rash,0
opd_000689,loc_003,2026-08-22,fever,53
opd_000690,loc_003,2026-08-22,diarrhea,39
opd_000691,loc_003,2026-08-22,cough,5
opd_000692,loc_003,2026-08-22,rash,2
opd_000693,loc_003,2026-08-23,fever,63
opd_000694,loc_003,2026-08-23,diarrhea,47
opd_000695,loc_003,2026-08-23,cough,5
opd_000696,loc_003,2026-08-23,rash,3
opd_000697,loc_003,2026-08-24,fever,64
opd_000698,loc_003,2026-08-24,diarrhea,52
opd_000699,loc_003,2026-08-24,cough,5
opd_000700,loc_003,2026-08-24,rash,0
opd_000701,loc_003,2026-08-25,fever,72
opd_000702,loc_003,2026-08-25,diarrhea,57
opd_000703,loc_003,2026-08-25,cough,2
opd_000704,loc_003,2026-08-25,rash,0
opd_000705,loc_003,2026-08-26,fever,82
opd_000706,loc_003,2026-08-26,diarrhea,56
opd_000707,loc_003,2026-08-26,cough,6
opd_000708,loc_003,2026-08-26,rash,1
opd_000709,loc_003,2026-08-27,fever,86
opd_000710,loc_003,2026-08-27,diarrhea,60
opd_000711,loc_003,2026-08-27,cough,3
opd_000712,loc_003,2026-08-27,rash,3
opd_000713,loc_003,2026-08-28,fever,90
opd_000714,loc_003,2026-08-28,diarrhea,68
opd_000715,loc_003,2026-08-28,cough,2
opd_000716,loc_003,2026-08-28,rash,2
opd_000717,loc_003,2026-08-29,fever,96
opd_000718,loc_003,2026-08-29,diarrhea,75
opd_000719,loc_003,2026-08-29,cough,6
opd_000720,loc_003,2026-08-29,rash,2
opd_000721,loc_004,2026-07-01,fever,4
opd_000722,loc_004,2026-07-01,diarrhea,5
opd_000723,loc_004,2026-07-01,cough,3
opd_000724,loc_004,2026-07-01,rash,3
opd_000725,loc_004,2026-07-02,fever,8
opd_000726,loc_004,2026-07-02,diarrhea,4
opd_000727,loc_004,2026-07-02,cough,3
opd_000728,loc_004,2026-07-02,rash,0
opd_000729,loc_004,2026-07-03,fever,4
opd_000730,loc_004,2026-07-03,diarrhea,5
opd_000731,loc_004,2026-07-03,cough,2
opd_000732,loc_004,2026-07-03,rash,1
opd_000733,loc_004,2026-07-04,fever,6
opd_000734,loc_004,2026-07-04,diarrhea,6
opd_000735,loc_004,2026-07-04,cough,6
opd_000736,loc_004,2026-07-04,rash,0
opd_000737,loc_004,2026-07-05,fever,6
opd_000738,loc_004,2026-07-05,diarrhea,6
opd_000739,loc_004,2026-07-05,cough,3
opd_000740,loc_004,2026-07-05,rash,2
opd_000741,loc_004,2026-07-06,fever,7
opd_000742,loc_004,2026-07-06,diarrhea,2
opd_000743,loc_004,2026-07-06,cough,4
opd_000744,loc_004,2026-07-06,rash,0
opd_000745,loc_004,2026-07-07,fever,8
opd_000746,loc_004,2026-07-07,diarrhea,5
opd_000747,loc_004,2026-07-07,cough,3
opd_000748,loc_004,2026-07-07,rash,2
opd_000749,loc_004,2026-07-08,fever,5
opd_000750,loc_004,2026-07-08,diarrhea,5
opd_000751,loc_004,2026-07-08,cough,3
opd_000752,loc_004,2026-07-08,rash,0
opd_000753,loc_004,2026-07-09,fever,6
opd_000754,loc_004,2026-07-09,diarrhea,5
opd_000755,loc_004,2026-07-09,cough,4
opd_000756,loc_004,2026-07-09,rash,0
opd_000757,loc_004,2026-07-10,fever,6
opd_000758,loc_004,2026-07-10,diarrhea,6
opd_000759,loc_004,2026-07-10,cough,5
opd_000760,loc_004,2026-07-10,rash,1
opd_000761,loc_004,2026-07-11,fever,4
opd_000762,loc_004,2026-07-11,diarrhea,2
opd_000763,loc_004,2026-07-11,cough,6
opd_000764,loc_004,2026-07-11,rash,0
opd_000765,loc_004,2026-07-12,fever,8
opd_000766,loc_004,2026-07-12,diarrhea,3
opd_000767,loc_004,2026-07-12,cough,5
opd_000768,loc_004,2026-07-12,rash,1
opd_000769,loc_004,2026-07-13,fever,4
opd_000770,loc_004,2026-07-13,diarrhea,3
opd_000771,loc_004,2026-07-13,cough,6
opd_000772,loc_004,2026-07-13,rash,0
opd_000773,loc_004,2026-07-14,fever,6
opd_000774,loc_004,2026-07-14,diarrhea,2
opd_000775,loc_004,2026-07-14,cough,2
opd_000776,loc_004,2026-07-14,rash,3
opd_000777,loc_004,2026-07-15,fever,7
opd_000778,loc_004,2026-07-15,diarrhea,6
opd_000779,loc_004,2026-07-15,cough,4
opd_000780,loc_004,2026-07-15,rash,3
opd_000781,loc_004,2026-07-16,fever,6
opd_000782,loc_004,2026-07-16,diarrhea,2
opd_000783,loc_004,2026-07-16,cough,2
opd_000784,loc_004,2026-07-16,rash,0
opd_000785,loc_004,2026-07-17,fever,7
opd_000786,loc_004,2026-07-17,diarrhea,4
opd_000787,loc_004,2026-07-17,cough,6
opd_000788,loc_004,2026-07-17,rash,0
opd_000789,loc_004,2026-07-18,fever,7
opd_000790,loc_004,2026-07-18,diarrhea,6
opd_000791,loc_004,2026-07-18,cough,6
opd_000792,loc_004,2026-07-18,rash,0
opd_000793,loc_004,2026-07-19,fever,4
opd_000794,loc_004,2026-07-19,diarrhea,4
opd_000795,loc_004,2026-07-19,cough,2
opd_000796,loc_004,2026-07-19,rash,0
opd_000797,loc_004,2026-07-20,fever,4
opd_000798,loc_004,2026-07-20,diarrhea,6
opd_000799,loc_004,2026-07-20,cough,3
opd_000800,loc_004,2026-07-20,rash,3
opd_000801,loc_004,2026-07-21,fever,7
opd_000802,loc_004,2026-07-21,diarrhea,2
opd_000803,loc_004,2026-07-21,cough,2
opd_000804,loc_004,2026-07-21,rash,0
opd_000805,loc_004,2026-07-22,fever,8
opd_000806,loc_004,2026-07-22,diarrhea,2
opd_000807,loc_004,2026-07-22,cough,4
opd_000808,loc_004,2026-07-22,rash,1
opd_000809,loc_004,2026-07-23,fever,4
opd_000810,loc_004,2026-07-23,diarrhea,6
opd_000811,loc_004,2026-07-23,cough,2
opd_000812,loc_004,2026-07-23,rash,2
opd_000813,loc_004,2026-07-24,fever,5
opd_000814,loc_004,2026-07-24,diarrhea,5
opd_000815,loc_004,2026-07-24,cough,2
opd_000816,loc_004,2026-07-24,rash,0
opd_000817,loc_004,2026-07-25,fever,7
opd_000818,loc_004,2026-07-25,diarrhea,2
opd_000819,loc_004,2026-07-25,cough,2
opd_000820,loc_004,2026-07-25,rash,1
opd_000821,loc_004,2026-07-26,fever,7
opd_000822,loc_004,2026-07-26,diarrhea,4
opd_000823,loc_004,2026-07-26,cough,2
opd_000824,loc_004,2026-07-26,rash,0
opd_000825,loc_004,2026-07-27,fever,5
opd_000826,loc_004,2026-07-27,diarrhea,3
opd_000827,loc_004,2026-07-27,cough,2
opd_000828,loc_004,2026-07-27,rash,0
opd_000829,loc_004,2026-07-28,fever,7
opd_000830,loc_004,2026-07-28,diarrhea,6
opd_000831,loc_004,2026-07-28,cough,2
opd_000832,loc_004,2026-07-28,rash,0
opd_000833,loc_004,2026-07-29,fever,6
opd_000834,loc_004,2026-07-29,diarrhea,3
opd_000835,loc_004,2026-07-29,cough,2
opd_000836,loc_004,2026-07-29,rash,2
opd_000837,loc_004,2026-07-30,fever,5
opd_000838,loc_004,2026-07-30,diarrhea,3
opd_000839,loc_004,2026-07-30,cough,6
opd_000840,loc_004,2026-07-30,rash,0
opd_000841,loc_004,2026-07-31,fever,7
opd_000842,loc_004,2026-07-31,diarrhea,5
opd_000843,loc_004,2026-07-31,cough,5
opd_000844,loc_004,2026-07-31,rash,3
opd_000845,loc_004,2026-08-01,fever,7
opd_000846,loc_004,2026-08-01,diarrhea,5
opd_000847,loc_004,2026-08-01,cough,4
opd_000848,loc_004,2026-08-01,rash,1
opd_000849,loc_004,2026-08-02,fever,5
opd_000850,loc_004,2026-08-02,diarrhea,6
opd_000851,loc_004,2026-08-02,cough,5
opd_000852,loc_004,2026-08-02,rash,2
opd_000853,loc_004,2026-08-03,fever,5
opd_000854,loc_004,2026-08-03,diarrhea,6
opd_000855,loc_004,2026-08-03,cough,4
opd_000856,loc_004,2026-08-03,rash,0
opd_000857,loc_004,2026-08-04,fever,7
opd_000858,loc_004,2026-08-04,diarrhea,6
opd_000859,loc_004,2026-08-04,cough,6
opd_000860,loc_004,2026-08-04,rash,1
opd_000861,loc_004,2026-08-05,fever,5
opd_000862,loc_004,2026-08-05,diarrhea,4
opd_000863,loc_004,2026-08-05,cough,6
opd_000864,loc_004,2026-08-05,rash,0
opd_000865,loc_004,2026-08-06,fever,5
opd_000866,loc_004,2026-08-06,diarrhea,5
opd_000867,loc_004,2026-08-06,cough,4
opd_000868,loc_004,2026-08-06,rash,0
opd_000869,loc_004,2026-08-07,fever,6
opd_000870,loc_004,2026-08-07,diarrhea,5
opd_000871,loc_004,2026-08-07,cough,3
opd_000872,loc_004,2026-08-07,rash,2
opd_000873,loc_004,2026-08-08,fever,7
opd_000874,loc_004,2026-08-08,diarrhea,6
opd_000875,loc_004,2026-08-08,cough,3
opd_000876,loc_004,2026-08-08,rash,0
opd_000877,loc_004,2026-08-09,fever,5
opd_000878,loc_004,2026-08-09,diarrhea,2
opd_000879,loc_004,2026-08-09,cough,3
opd_000880,loc_004,2026-08-09,rash,3
opd_000881,loc_004,2026-08-10,fever,4
opd_000882,loc_004,2026-08-10,diarrhea,5
opd_000883,loc_004,2026-08-10,cough,6
opd_000884,loc_004,2026-08-10,rash,0
opd_000885,loc_004,2026-08-11,fever,4
opd_000886,loc_004,2026-08-11,diarrhea,5
opd_000887,loc_004,2026-08-11,cough,2
opd_000888,loc_004,2026-08-11,rash,0
opd_000889,loc_004,2026-08-12,fever,8
opd_000890,loc_004,2026-08-12,diarrhea,4
opd_000891,loc_004,2026-08-12,cough,3
opd_000892,loc_004,2026-08-12,rash,1
opd_000893,loc_004,2026-08-13,fever,4
opd_000894,loc_004,2026-08-13,diarrhea,4
opd_000895,loc_004,2026-08-13,cough,6
opd_000896,loc_004,2026-08-13,rash,2
opd_000897,loc_004,2026-08-14,fever,8
opd_000898,loc_004,2026-08-14,diarrhea,4
opd_000899,loc_004,2026-08-14,cough,2
opd_000900,loc_004,2026-08-14,rash,0
opd_000901,loc_004,2026-08-15,fever,4
opd_000902,loc_004,2026-08-15,diarrhea,5
opd_000903,loc_004,2026-08-15,cough,5
opd_000904,loc_004,2026-08-15,rash,0
opd_000905,loc_004,2026-08-16,fever,8
opd_000906,loc_004,2026-08-16,diarrhea,3
opd_000907,loc_004,2026-08-16,cough,2
opd_000908,loc_004,2026-08-16,rash,2
opd_000909,loc_004,2026-08-17,fever,6
opd_000910,loc_004,2026-08-17,diarrhea,5
opd_000911,loc_004,2026-08-17,cough,5
opd_000912,loc_004,2026-08-17,rash,3
opd_000913,loc_004,2026-08-18,fever,4
opd_000914,loc_004,2026-08-18,diarrhea,2
opd_000915,loc_004,2026-08-18,cough,2
opd_000916,loc_004,2026-08-18,rash,0
opd_000917,loc_004,2026-08-19,fever,4
opd_000918,loc_004,2026-08-19,diarrhea,5
opd_000919,loc_004,2026-08-19,cough,4
opd_000920,loc_004,2026-08-19,rash,1
opd_000921,loc_004,2026-08-20,fever,6
opd_000922,loc_004,2026-08-20,diarrhea,5
opd_000923,loc_004,2026-08-20,cough,6
opd_000924,loc_004,2026-08-20,rash,0
opd_000925,loc_004,2026-08-21,fever,7
opd_000926,loc_004,2026-08-21,diarrhea,2
opd_000927,loc_004,2026-08-21,cough,2
opd_000928,loc_004,2026-08-21,rash,3
opd_000929,loc_004,2026-08-22,fever,4
opd_000930,loc_004,2026-08-22,diarrhea,6
opd_000931,loc_004,2026-08-22,cough,4
opd_000932,loc_004,2026-08-22,rash,1
opd_000933,loc_004,2026-08-23,fever,7
opd_000934,loc_004,2026-08-23,diarrhea,4
opd_000935,loc_004,2026-08-23,cough,3
opd_000936,loc_004,2026-08-23,rash,1
opd_000937,loc_004,2026-08-24,fever,5
opd_000938,loc_004,2026-08-24,diarrhea,4
opd_000939,loc_004,2026-08-24,cough,2
opd_000940,loc_004,2026-08-24,rash,2
opd_000941,loc_004,2026-08-25,fever,6
opd_000942,loc_004,2026-08-25,diarrhea,6
opd_000943,loc_004,2026-08-25,cough,6
opd_000944,loc_004,2026-08-25,rash,2
opd_000945,loc_004,2026-08-26,fever,8
opd_000946,loc_004,2026-08-26,diarrhea,5
opd_000947,loc_004,2026-08-26,cough,3
opd_000948,loc_004,2026-08-26,rash,1
opd_000949,loc_004,2026-08-27,fever,8
opd_000950,loc_004,2026-08-27,diarrhea,4
opd_000951,loc_004,2026-08-27,cough,3
opd_000952,loc_004,2026-08-27,rash,2
opd_000953,loc_004,2026-08-28,fever,5
opd_000954,loc_004,2026-08-28,diarrhea,4
opd_000955,loc_004,2026-08-28,cough,6
opd_000956,loc_004,2026-08-28,rash,0
opd_000957,loc_004,2026-08-29,fever,8
opd_000958,loc_004,2026-08-29,diarrhea,5
opd_000959,loc_004,2026-08-29,cough,3
opd_000960,loc_004,2026-08-29,rash,3
opd_000961,loc_005,2026-07-01,fever,8
opd_000962,loc_005,2026-07-01,diarrhea,4
opd_000963,loc_005,2026-07-01,cough,4
opd_000964,loc_005,2026-07-01,rash,1
opd_000965,loc_005,2026-07-02,fever,5
opd_000966,loc_005,2026-07-02,diarrhea,5
opd_000967,loc_005,2026-07-02,cough,5
opd_000968,loc_005,2026-07-02,rash,3
opd_000969,loc_005,2026-07-03,fever,8
opd_000970,loc_005,2026-07-03,diarrhea,2
opd_000971,loc_005,2026-07-03,cough,3
opd_000972,loc_005,2026-07-03,rash,0
opd_000973,loc_005,2026-07-04,fever,6
opd_000974,loc_005,2026-07-04,diarrhea,2
opd_000975,loc_005,2026-07-04,cough,5
opd_000976,loc_005,2026-07-04,rash,1
opd_000977,loc_005,2026-07-05,fever,8
opd_000978,loc_005,2026-07-05,diarrhea,6
opd_000979,loc_005,2026-07-05,cough,6
opd_000980,loc_005,2026-07-05,rash,0
opd_000981,loc_005,2026-07-06,fever,6
opd_000982,loc_005,2026-07-06,diarrhea,2
opd_000983,loc_005,2026-07-06,cough,4
opd_000984,loc_005,2026-07-06,rash,0
opd_000985,loc_005,2026-07-07,fever,5
opd_000986,loc_005,2026-07-07,diarrhea,2
opd_000987,loc_005,2026-07-07,cough,3
opd_000988,loc_005,2026-07-07,rash,2
opd_000989,loc_005,2026-07-08,fever,7
opd_000990,loc_005,2026-07-08,diarrhea,6
opd_000991,loc_005,2026-07-08,cough,3
opd_000992,loc_005,2026-07-08,rash,3
opd_000993,loc_005,2026-07-09,fever,6
opd_000994,loc_005,2026-07-09,diarrhea,2
opd_000995,loc_005,2026-07-09,cough,3
opd_000996,loc_005,2026-07-09,rash,0
opd_000997,loc_005,2026-07-10,fever,8
opd_000998,loc_005,2026-07-10,diarrhea,4
opd_000999,loc_005,2026-07-10,cough,5
opd_001000,loc_005,2026-07-10,rash,3
opd_001001,loc_005,2026-07-11,fever,6
opd_001002,loc_005,2026-07-11,diarrhea,3
opd_001003,loc_005,2026-07-11,cough,5
opd_001004,loc_005,2026-07-11,rash,2
opd_001005,loc_005,2026-07-12,fever,7
opd_001006,loc_005,2026-07-12,diarrhea,3
opd_001007,loc_005,2026-07-12,cough,6
opd_001008,loc_005,2026-07-12,rash,2
opd_001009,loc_005,2026-07-13,fever,8
opd_001010,loc_005,2026-07-13,diarrhea,5
opd_001011,loc_005,2026-07-13,cough,2
opd_001012,loc_005,2026-07-13,rash,2
opd_001013,loc_005,2026-07-14,fever,4
opd_001014,loc_005,2026-07-14,diarrhea,4
opd_001015,loc_005,2026-07-14,cough,5
opd_001016,loc_005,2026-07-14,rash,3
opd_001017,loc_005,2026-07-15,fever,7
opd_001018,loc_005,2026-07-15,diarrhea,3
opd_001019,loc_005,2026-07-15,cough,4
opd_001020,loc_005,2026-07-15,rash,0
opd_001021,loc_005,2026-07-16,fever,5
opd_001022,loc_005,2026-07-16,diarrhea,4
opd_001023,loc_005,2026-07-16,cough,3
opd_001024,loc_005,2026-07-16,rash,2
opd_001025,loc_005,2026-07-17,fever,6
opd_001026,loc_005,2026-07-17,diarrhea,2
opd_001027,loc_005,2026-07-17,cough,5
opd_001028,loc_005,2026-07-17,rash,3
opd_001029,loc_005,2026-07-18,fever,6
opd_001030,loc_005,2026-07-18,diarrhea,3
opd_001031,loc_005,2026-07-18,cough,4
opd_001032,loc_005,2026-07-18,rash,0
opd_001033,loc_005,2026-07-19,fever,4
opd_001034,loc_005,2026-07-19,diarrhea,5
opd_001035,loc_005,2026-07-19,cough,4
opd_001036,loc_005,2026-07-19,rash,0
opd_001037,loc_005,2026-07-20,fever,7
opd_001038,loc_005,2026-07-20,diarrhea,2
opd_001039,loc_005,2026-07-20,cough,2
opd_001040,loc_005,2026-07-20,rash,2
opd_001041,loc_005,2026-07-21,fever,5
opd_001042,loc_005,2026-07-21,diarrhea,5
opd_001043,loc_005,2026-07-21,cough,3
opd_001044,loc_005,2026-07-21,rash,0
opd_001045,loc_005,2026-07-22,fever,6
opd_001046,loc_005,2026-07-22,diarrhea,5
opd_001047,loc_005,2026-07-22,cough,3
opd_001048,loc_005,2026-07-22,rash,0
opd_001049,loc_005,2026-07-23,fever,4
opd_001050,loc_005,2026-07-23,diarrhea,3
opd_001051,loc_005,2026-07-23,cough,3
opd_001052,loc_005,2026-07-23,rash,0
opd_001053,loc_005,2026-07-24,fever,8
opd_001054,loc_005,2026-07-24,diarrhea,2
opd_001055,loc_005,2026-07-24,cough,4
opd_001056,loc_005,2026-07-24,rash,3
opd_001057,loc_005,2026-07-25,fever,8
opd_001058,loc_005,2026-07-25,diarrhea,5
opd_001059,loc_005,2026-07-25,cough,6
opd_001060,loc_005,2026-07-25,rash,0
opd_001061,loc_005,2026-07-26,fever,6
opd_001062,loc_005,2026-07-26,diarrhea,3
opd_001063,loc_005,2026-07-26,cough,6
opd_001064,loc_005,2026-07-26,rash,1
opd_001065,loc_005,2026-07-27,fever,7
opd_001066,loc_005,2026-07-27,diarrhea,3
opd_001067,loc_005,2026-07-27,cough,6
opd_001068,loc_005,2026-07-27,rash,1
opd_001069,loc_005,2026-07-28,fever,6
opd_001070,loc_005,2026-07-28,diarrhea,4
opd_001071,loc_005,2026-07-28,cough,2
opd_001072,loc_005,2026-07-28,rash,0
opd_001073,loc_005,2026-07-29,fever,7
opd_001074,loc_005,2026-07-29,diarrhea,2
opd_001075,loc_005,2026-07-29,cough,2
opd_001076,loc_005,2026-07-29,rash,2
opd_001077,loc_005,2026-07-30,fever,7
opd_001078,loc_005,2026-07-30,diarrhea,6
opd_001079,loc_005,2026-07-30,cough,4
opd_001080,loc_005,2026-07-30,rash,0
opd_001081,loc_005,2026-07-31,fever,4
opd_001082,loc_005,2026-07-31,diarrhea,5
opd_001083,loc_005,2026-07-31,cough,2
opd_001084,loc_005,2026-07-31,rash,2
opd_001085,loc_005,2026-08-01,fever,6
opd_001086,loc_005,2026-08-01,diarrhea,2
opd_001087,loc_005,2026-08-01,cough,4
opd_001088,loc_005,2026-08-01,rash,3
opd_001089,loc_005,2026-08-02,fever,4
opd_001090,loc_005,2026-08-02,diarrhea,2
opd_001091,loc_005,2026-08-02,cough,2
opd_001092,loc_005,2026-08-02,rash,0
opd_001093,loc_005,2026-08-03,fever,7
opd_001094,loc_005,2026-08-03,diarrhea,3
opd_001095,loc_005,2026-08-03,cough,6
opd_001096,loc_005,2026-08-03,rash,0
opd_001097,loc_005,2026-08-04,fever,5
opd_001098,loc_005,2026-08-04,diarrhea,3
opd_001099,loc_005,2026-08-04,cough,6
opd_001100,loc_005,2026-08-04,rash,2
opd_001101,loc_005,2026-08-05,fever,5
opd_001102,loc_005,2026-08-05,diarrhea,4
opd_001103,loc_005,2026-08-05,cough,2
opd_001104,loc_005,2026-08-05,rash,3
opd_001105,loc_005,2026-08-06,fever,5
opd_001106,loc_005,2026-08-06,diarrhea,4
opd_001107,loc_005,2026-08-06,cough,3
opd_001108,loc_005,2026-08-06,rash,0
opd_001109,loc_005,2026-08-07,fever,8
opd_001110,loc_005,2026-08-07,diarrhea,6
opd_001111,loc_005,2026-08-07,cough,5
opd_001112,loc_005,2026-08-07,rash,0
opd_001113,loc_005,2026-08-08,fever,6
opd_001114,loc_005,2026-08-08,diarrhea,4
opd_001115,loc_005,2026-08-08,cough,2
opd_001116,loc_005,2026-08-08,rash,2
opd_001117,loc_005,2026-08-09,fever,7
opd_001118,loc_005,2026-08-09,diarrhea,4
opd_001119,loc_005,2026-08-09,cough,4
opd_001120,loc_005,2026-08-09,rash,1
opd_001121,loc_005,2026-08-10,fever,7
opd_001122,loc_005,2026-08-10,diarrhea,6
opd_001123,loc_005,2026-08-10,cough,4
opd_001124,loc_005,2026-08-10,rash,3
opd_001125,loc_005,2026-08-11,fever,4
opd_001126,loc_005,2026-08-11,diarrhea,2
opd_001127,loc_005,2026-08-11,cough,4
opd_001128,loc_005,2026-08-11,rash,0
opd_001129,loc_005,2026-08-12,fever,8
opd_001130,loc_005,2026-08-12,diarrhea,6
opd_001131,loc_005,2026-08-12,cough,5
opd_001132,loc_005,2026-08-12,rash,3
opd_001133,loc_005,2026-08-13,fever,8
opd_001134,loc_005,2026-08-13,diarrhea,4
opd_001135,loc_005,2026-08-13,cough,4
opd_001136,loc_005,2026-08-13,rash,0
opd_001137,loc_005,2026-08-14,fever,7
opd_001138,loc_005,2026-08-14,diarrhea,4
opd_001139,loc_005,2026-08-14,cough,5
opd_001140,loc_005,2026-08-14,rash,1
opd_001141,loc_005,2026-08-15,fever,8
opd_001142,loc_005,2026-08-15,diarrhea,4
opd_001143,loc_005,2026-08-15,cough,4
opd_001144,loc_005,2026-08-15,rash,0
opd_001145,loc_005,2026-08-16,fever,7
opd_001146,loc_005,2026-08-16,diarrhea,4
opd_001147,loc_005,2026-08-16,cough,6
opd_001148,loc_005,2026-08-16,rash,0
opd_001149,loc_005,2026-08-17,fever,6
opd_001150,loc_005,2026-08-17,diarrhea,5
opd_001151,loc_005,2026-08-17,cough,5
opd_001152,loc_005,2026-08-17,rash,3
opd_001153,loc_005,2026-08-18,fever,8
opd_001154,loc_005,2026-08-18,diarrhea,2
opd_001155,loc_005,2026-08-18,cough,6
opd_001156,loc_005,2026-08-18,rash,1
opd_001157,loc_005,2026-08-19,fever,5
opd_001158,loc_005,2026-08-19,diarrhea,4
opd_001159,loc_005,2026-08-19,cough,3
opd_001160,loc_005,2026-08-19,rash,3
opd_001161,loc_005,2026-08-20,fever,5
opd_001162,loc_005,2026-08-20,diarrhea,3
opd_001163,loc_005,2026-08-20,cough,3
opd_001164,loc_005,2026-08-20,rash,1
opd_001165,loc_005,2026-08-21,fever,4
opd_001166,loc_005,2026-08-21,diarrhea,4
opd_001167,loc_005,2026-08-21,cough,6
opd_001168,loc_005,2026-08-21,rash,0
opd_001169,loc_005,2026-08-22,fever,6
opd_001170,loc_005,2026-08-22,diarrhea,6
opd_001171,loc_005,2026-08-22,cough,6
opd_001172,loc_005,2026-08-22,rash,1
opd_001173,loc_005,2026-08-23,fever,5
opd_001174,loc_005,2026-08-23,diarrhea,4
opd_001175,loc_005,2026-08-23,cough,3
