signal_id,location_id,date,product_group,units_sold
pharmacy_000482,loc_003,2026-08-10,fever_medicine,27
pharmacy_000483,loc_003,2026-08-10,cough_medicine,10
pharmacy_000484,loc_003,2026-08-11,ORS,17
pharmacy_000485,loc_003,2026-08-11,fever_medicine,30
pharmacy_000486,loc_003,2026-08-11,cough_medicine,8
pharmacy_000487,loc_003,2026-08-12,ORS,18
pharmacy_000488,loc_003,2026-08-12,fever_medicine,26
pharmacy_000489,loc_003,2026-08-12,cough_medicine,10
pharmacy_000490,loc_003,2026-08-13,ORS,18
pharmacy_000491,loc_003,2026-08-13,fever_medicine,27
pharmacy_000492,loc_003,2026-08-13,cough_medicine,5
pharmacy_000493,loc_003,2026-08-14,ORS,19
pharmacy_000494,loc_003,2026-08-14,fever_medicine,32
pharmacy_000495,loc_003,2026-08-14,cough_medicine,7
pharmacy_000496,loc_003,2026-08-15,ORS,19
pharmacy_000497,loc_003,2026-08-15,fever_medicine,30
pharmacy_000498,loc_003,2026-08-15,cough_medicine,9
pharmacy_000499,loc_003,2026-08-16,ORS,31
pharmacy_000500,loc_003,2026-08-16,fever_medicine,34
pharmacy_000501,loc_003,2026-08-16,cough_medicine,7
pharmacy_000502,loc_003,2026-08-17,ORS,28
pharmacy_000503,loc_003,2026-08-17,fever_medicine,52
pharmacy_000504,loc_003,2026-08-17,cough_medicine,9
pharmacy_000505,loc_003,2026-08-18,ORS,43
pharmacy_000506,loc_003,2026-08-18,fever_medicine,63
pharmacy_000507,loc_003,2026-08-18,cough_medicine,9
pharmacy_000508,loc_003,2026-08-19,ORS,48
pharmacy_000509,loc_003,2026-08-19,fever_medicine,74
pharmacy_000510,loc_003,2026-08-19,cough_medicine,8
pharmacy_000511,loc_003,2026-08-20,ORS,60
pharmacy_000512,loc_003,2026-08-20,fever_medicine,84
pharmacy_000513,loc_003,2026-08-20,cough_medicine,9
pharmacy_000514,loc_003,2026-08-21,ORS,65
pharmacy_000515,loc_003,2026-08-21,fever_medicine,84
pharmacy_000516,loc_003,2026-08-21,cough_medicine,9
pharmacy_000517,loc_003,2026-08-22,ORS,64
pharmacy_000518,loc_003,2026-08-22,fever_medicine,97
pharmacy_000519,loc_003,2026-08-22,cough_medicine,11
pharmacy_000520,loc_003,2026-08-23,ORS,74
pharmacy_000521,loc_003,2026-08-23,fever_medicine,109
pharmacy_000522,loc_003,2026-08-23,cough_medicine,8
pharmacy_000523,loc_003,2026-08-24,ORS,78
pharmacy_000524,loc_003,2026-08-24,fever_medicine,121
pharmacy_000525,loc_003,2026-08-24,cough_medicine,10
pharmacy_000526,loc_003,2026-08-25,ORS,88
pharmacy_000527,loc_003,2026-08-25,fever_medicine,126
pharmacy_000528,loc_003,2026-08-25,cough_medicine,9
pharmacy_000529,loc_003,2026-08-26,ORS,93
pharmacy_000530,loc_003,2026-08-26,fever_medicine,136
pharmacy_000531,loc_003,2026-08-26,cough_medicine,10
pharmacy_000532,loc_003,2026-08-27,ORS,110
pharmacy_000533,loc_003,2026-08-27,fever_medicine,151
pharmacy_000534,loc_003,2026-08-27,cough_medicine,6
pharmacy_000535,loc_003,2026-08-28,ORS,118
pharmacy_000536,loc_003,2026-08-28,fever_medicine,155
pharmacy_000537,loc_003,2026-08-28,cough_medicine,10
pharmacy_000538,loc_003,2026-08-29,ORS,125
pharmacy_000539,loc_003,2026-08-29,fever_medicine,175
pharmacy_000540,loc_003,2026-08-29,cough_medicine,6
pharmacy_000541,loc_004,2026-07-01,ORS,11
pharmacy_000542,loc_004,2026-07-01,fever_medicine,12
pharmacy_000543,loc_004,2026-07-01,cough_medicine,5
pharmacy_000544,loc_004,2026-07-02,ORS,10
pharmacy_000545,loc_004,2026-07-02,fever_medicine,14
pharmacy_000546,loc_004,2026-07-02,cough_medicine,6
pharmacy_000547,loc_004,2026-07-03,ORS,6
pharmacy_000548,loc_004,2026-07-03,fever_medicine,10
pharmacy_000549,loc_004,2026-07-03,cough_medicine,10
pharmacy_000550,loc_004,2026-07-04,ORS,9
pharmacy_000551,loc_004,2026-07-04,fever_medicine,12
pharmacy_000552,loc_004,2026-07-04,cough_medicine,7
pharmacy_000553,loc_004,2026-07-05,ORS,7
pharmacy_000554,loc_004,2026-07-05,fever_medicine,10
pharmacy_000555,loc_004,2026-07-05,cough_medicine,6
pharmacy_000556,loc_004,2026-07-06,ORS,12
pharmacy_000557,loc_004,2026-07-06,fever_medicine,16
pharmacy_000558,loc_004,2026-07-06,cough_medicine,6
pharmacy_000559,loc_004,2026-07-07,ORS,10
pharmacy_000560,loc_004,2026-07-07,fever_medicine,16
pharmacy_000561,loc_004,2026-07-07,cough_medicine,6
pharmacy_000562,loc_004,2026-07-08,ORS,8
pharmacy_000563,loc_004,2026-07-08,fever_medicine,15
pharmacy_000564,loc_004,2026-07-08,cough_medicine,8
pharmacy_000565,loc_004,2026-07-09,ORS,6
pharmacy_000566,loc_004,2026-07-09,fever_medicine,10
pharmacy_000567,loc_004,2026-07-09,cough_medicine,11
pharmacy_000568,loc_004,2026-07-10,ORS,7
pharmacy_000569,loc_004,2026-07-10,fever_medicine,12
pharmacy_000570,loc_004,2026-07-10,cough_medicine,5
pharmacy_000571,loc_004,2026-07-11,ORS,12
pharmacy_000572,loc_004,2026-07-11,fever_medicine,11
pharmacy_000573,loc_004,2026-07-11,cough_medicine,5
pharmacy_000574,loc_004,2026-07-12,ORS,8
pharmacy_000575,loc_004,2026-07-12,fever_medicine,13
pharmacy_000576,loc_004,2026-07-12,cough_medicine,5
pharmacy_000577,loc_004,2026-07-13,ORS,12
pharmacy_000578,loc_004,2026-07-13,fever_medicine,13
pharmacy_000579,loc_004,2026-07-13,cough_medicine,9
pharmacy_000580,loc_004,2026-07-14,ORS,10
pharmacy_000581,loc_004,2026-07-14,fever_medicine,14
pharmacy_000582,loc_004,2026-07-14,cough_medicine,8
pharmacy_000583,loc_004,2026-07-15,ORS,7
pharmacy_000584,loc_004,2026-07-15,fever_medicine,10
pharmacy_000585,loc_004,2026-07-15,cough_medicine,6
pharmacy_000586,loc_004,2026-07-16,ORS,6
pharmacy_000587,loc_004,2026-07-16,fever_medicine,16
pharmacy_000588,loc_004,2026-07-16,cough_medicine,6
pharmacy_000589,loc_004,2026-07-17,ORS,12
pharmacy_000590,loc_004,2026-07-17,fever_medicine,15
pharmacy_000591,loc_004,2026-07-17,cough_medicine,9
pharmacy_000592,loc_004,2026-07-18,ORS,6
pharmacy_000593,loc_004,2026-07-18,fever_medicine,13
pharmacy_000594,loc_004,2026-07-18,cough_medicine,6
pharmacy_000595,loc_004,2026-07-19,ORS,10
pharmacy_000596,loc_004,2026-07-19,fever_medicine,10
pharmacy_000597,loc_004,2026-07-19,cough_medicine,6
pharmacy_000598,loc_004,2026-07-20,ORS,12
pharmacy_000599,loc_004,2026-07-20,fever_medicine,15
pharmacy_000600,loc_004,2026-07-20,cough_medicine,11
pharmacy_000601,loc_004,2026-07-21,ORS,10
pharmacy_000602,loc_004,2026-07-21,fever_medicine,11
pharmacy_000603,loc_004,2026-07-21,cough_medicine,10
pharmacy_000604,loc_004,2026-07-22,ORS,7
pharmacy_000605,loc_004,2026-07-22,fever_medicine,16
pharmacy_000606,loc_004,2026-07-22,cough_medicine,10
pharmacy_000607,loc_004,2026-07-23,ORS,8
pharmacy_000608,loc_004,2026-07-23,fever_medicine,12
pharmacy_000609,loc_004,2026-07-23,cough_medicine,11
pharmacy_000610,loc_004,2026-07-24,ORS,9
pharmacy_000611,loc_004,2026-07-24,fever_medicine,11
pharmacy_000612,loc_004,2026-07-24,cough_medicine,8
pharmacy_000613,loc_004,2026-07-25,ORS,9
pharmacy_000614,loc_004,2026-07-25,fever_medicine,11
pharmacy_000615,loc_004,2026-07-25,cough_medicine,10
pharmacy_000616,loc_004,2026-07-26,ORS,10
pharmacy_000617,loc_004,2026-07-26,fever_medicine,12
pharmacy_000618,loc_004,2026-07-26,cough_medicine,10
pharmacy_000619,loc_004,2026-07-27,ORS,10
pharmacy_000620,loc_004,2026-07-27,fever_medicine,15
pharmacy_000621,loc_004,2026-07-27,cough_medicine,8
pharmacy_000622,loc_004,2026-07-28,ORS,8
pharmacy_000623,loc_004,2026-07-28,fever_medicine,13
pharmacy_000624,loc_004,2026-07-28,cough_medicine,8
pharmacy_000625,loc_004,2026-07-29,ORS,9
pharmacy_000626,loc_004,2026-07-29,fever_medicine,12
pharmacy_000627,loc_004,2026-07-29,cough_medicine,7
pharmacy_000628,loc_004,2026-07-30,ORS,11
pharmacy_000629,loc_004,2026-07-30,fever_medicine,16
pharmacy_000630,loc_004,2026-07-30,cough_medicine,8
pharmacy_000631,loc_004,2026-07-31,ORS,12
pharmacy_000632,loc_004,2026-07-31,fever_medicine,14
pharmacy_000633,loc_004,2026-07-31,cough_medicine,9
pharmacy_000634,loc_004,2026-08-01,ORS,11
pharmacy_000635,loc_004,2026-08-01,fever_medicine,12
pharmacy_000636,loc_004,2026-08-01,cough_medicine,11
pharmacy_000637,loc_004,2026-08-02,ORS,7
pharmacy_000638,loc_004,2026-08-02,fever_medicine,15
pharmacy_000639,loc_004,2026-08-02,cough_medicine,5
pharmacy_000640,loc_004,2026-08-03,ORS,9
pharmacy_000641,loc_004,2026-08-03,fever_medicine,11
pharmacy_000642,loc_004,2026-08-03,cough_medicine,10
pharmacy_000643,loc_004,2026-08-04,ORS,10
pharmacy_000644,loc_004,2026-08-04,fever_medicine,13
pharmacy_000645,loc_004,2026-08-04,cough_medicine,9
pharmacy_000646,loc_004,2026-08-05,ORS,6
pharmacy_000647,loc_004,2026-08-05,fever_medicine,11
pharmacy_000648,loc_004,2026-08-05,cough_medicine,8
pharmacy_000649,loc_004,2026-08-06,ORS,8
pharmacy_000650,loc_004,2026-08-06,fever_medicine,15
pharmacy_000651,loc_004,2026-08-06,cough_medicine,11
pharmacy_000652,loc_004,2026-08-07,ORS,11
pharmacy_000653,loc_004,2026-08-07,fever_medicine,10
pharmacy_000654,loc_004,2026-08-07,cough_medicine,11
pharmacy_000655,loc_004,2026-08-08,ORS,11
pharmacy_000656,loc_004,2026-08-08,fever_medicine,13
pharmacy_000657,loc_004,2026-08-08,cough_medicine,5
pharmacy_000658,loc_004,2026-08-09,ORS,11
pharmacy_000659,loc_004,2026-08-09,fever_medicine,14
pharmacy_000660,loc_004,2026-08-09,cough_medicine,11
pharmacy_000661,loc_004,2026-08-10,ORS,7
pharmacy_000662,loc_004,2026-08-10,fever_medicine,15
pharmacy_000663,loc_004,2026-08-10,cough_medicine,10
pharmacy_000664,loc_004,2026-08-11,ORS,10
pharmacy_000665,loc_004,2026-08-11,fever_medicine,10
pharmacy_000666,loc_004,2026-08-11,cough_medicine,5
pharmacy_000667,loc_004,2026-08-12,ORS,10
pharmacy_000668,loc_004,2026-08-12,fever_medicine,14
pharmacy_000669,loc_004,2026-08-12,cough_medicine,9
pharmacy_000670,loc_004,2026-08-13,ORS,11
pharmacy_000671,loc_004,2026-08-13,fever_medicine,16
pharmacy_000672,loc_004,2026-08-13,cough_medicine,9
pharmacy_000673,loc_004,2026-08-14,ORS,8
pharmacy_000674,loc_004,2026-08-14,fever_medicine,14
pharmacy_000675,loc_004,2026-08-14,cough_medicine,5
pharmacy_000676,loc_004,2026-08-15,ORS,12
pharmacy_000677,loc_004,2026-08-15,fever_medicine,14
pharmacy_000678,loc_004,2026-08-15,cough_medicine,9
pharmacy_000679,loc_004,2026-08-16,ORS,9
pharmacy_000680,loc_004,2026-08-16,fever_medicine,11
pharmacy_000681,loc_004,2026-08-16,cough_medicine,10
pharmacy_000682,loc_004,2026-08-17,ORS,7
pharmacy_000683,loc_004,2026-08-17,fever_medicine,13
pharmacy_000684,loc_004,2026-08-17,cough_medicine,11
pharmacy_000685,loc_004,2026-08-18,ORS,6
pharmacy_000686,loc_004,2026-08-18,fever_medicine,15
pharmacy_000687,loc_004,2026-08-18,cough_medicine,5
pharmacy_000688,loc_004,2026-08-19,ORS,12
pharmacy_000689,loc_004,2026-08-19,fever_medicine,12
pharmacy_000690,loc_004,2026-08-19,cough_medicine,7
pharmacy_000691,loc_004,2026-08-20,ORS,9
pharmacy_000692,loc_004,2026-08-20,fever_medicine,12
pharmacy_000693,loc_004,2026-08-20,cough_medicine,10
pharmacy_000694,loc_004,2026-08-21,ORS,9
pharmacy_000695,loc_004,2026-08-21,fever_medicine,12
pharmacy_000696,loc_004,2026-08-21,cough_medicine,6
pharmacy_000697,loc_004,2026-08-22,ORS,7
pharmacy_000698,loc_004,2026-08-22,fever_medicine,10
pharmacy_000699,loc_004,2026-08-22,cough_medicine,5
pharmacy_000700,loc_004,2026-08-23,ORS,11
pharmacy_000701,loc_004,2026-08-23,fever_medicine,10
pharmacy_000702,loc_004,2026-08-23,cough_medicine,7
pharmacy_000703,loc_004,2026-08-24,ORS,6
pharmacy_000704,loc_004,2026-08-24,fever_medicine,14
pharmacy_000705,loc_004,2026-08-24,cough_medicine,11
pharmacy_000706,loc_004,2026-08-25,ORS,9
pharmacy_000707,loc_004,2026-08-25,fever_medicine,11
pharmacy_000708,loc_004,2026-08-25,cough_medicine,5
pharmacy_000709,loc_004,2026-08-26,ORS,7
pharmacy_000710,loc_004,2026-08-26,fever_medicine,13
pharmacy_000711,loc_004,2026-08-26,cough_medicine,6
pharmacy_000712,loc_004,2026-08-27,ORS,7
pharmacy_000713,loc_004,2026-08-27,fever_medicine,14
pharmacy_000714,loc_004,2026-08-27,cough_medicine,10
pharmacy_000715,loc_004,2026-08-28,ORS,9
pharmacy_000716,loc_004,2026-08-28,fever_medicine,15
pharmacy_000717,loc_004,2026-08-28,cough_medicine,6
pharmacy_000718,loc_004,2026-08-29,ORS,9
pharmacy_000719,loc_004,2026-08-29,fever_medicine,12
pharmacy_000720,loc_004,2026-08-29,cough_medicine,5
pharmacy_000721,loc_005,2026-07-01,ORS,10
pharmacy_000722,loc_005,2026-07-01,fever_medicine,16
pharmacy_000723,loc_005,2026-07-01,cough_medicine,10
pharmacy_000724,loc_005,2026-07-02,ORS,12
pharmacy_000725,loc_005,2026-07-02,fever_medicine,16
pharmacy_000726,loc_005,2026-07-02,cough_medicine,8
pharmacy_000727,loc_005,2026-07-03,ORS,11
pharmacy_000728,loc_005,2026-07-03,fever_medicine,12
pharmacy_000729,loc_005,2026-07-03,cough_medicine,6
pharmacy_000730,loc_005,2026-07-04,ORS,7
pharmacy_000731,loc_005,2026-07-04,fever_medicine,15
pharmacy_000732,loc_005,2026-07-04,cough_medicine,6
pharmacy_000733,loc_005,2026-07-05,ORS,6
pharmacy_000734,loc_005,2026-07-05,fever_medicine,13
pharmacy_000735,loc_005,2026-07-05,cough_medicine,10
pharmacy_000736,loc_005,2026-07-06,ORS,7
pharmacy_000737,loc_005,2026-07-06,fever_medicine,10
pharmacy_000738,loc_005,2026-07-06,cough_medicine,9
pharmacy_000739,loc_005,2026-07-07,ORS,8
pharmacy_000740,loc_005,2026-07-07,fever_medicine,11
pharmacy_000741,loc_005,2026-07-07,cough_medicine,9
pharmacy_000742,loc_005,2026-07-08,ORS,6
pharmacy_000743,loc_005,2026-07-08,fever_medicine,15
pharmacy_000744,loc_005,2026-07-08,cough_medicine,7
pharmacy_000745,loc_005,2026-07-09,ORS,7
pharmacy_000746,loc_005,2026-07-09,fever_medicine,10
pharmacy_000747,loc_005,2026-07-09,cough_medicine,8
pharmacy_000748,loc_005,2026-07-10,ORS,6
pharmacy_000749,loc_005,2026-07-10,fever_medicine,15
pharmacy_000750,loc_005,2026-07-10,cough_medicine,10
pharmacy_000751,loc_005,2026-07-11,ORS,10
pharmacy_000752,loc_005,2026-07-11,fever_medicine,13
pharmacy_000753,loc_005,2026-07-11,cough_medicine,5
pharmacy_000754,loc_005,2026-07-12,ORS,11
pharmacy_000755,loc_005,2026-07-12,fever_medicine,15
pharmacy_000756,loc_005,2026-07-12,cough_medicine,8
pharmacy_000757,loc_005,2026-07-13,ORS,12
pharmacy_000758,loc_005,2026-07-13,fever_medicine,14
pharmacy_000759,loc_005,2026-07-13,cough_medicine,8
pharmacy_000760,loc_005,2026-07-14,ORS,7
pharmacy_000761,loc_005,2026-07-14,fever_medicine,10
pharmacy_000762,loc_005,2026-07-14,cough_medicine,10
pharmacy_000763,loc_005,2026-07-15,ORS,12
pharmacy_000764,loc_005,2026-07-15,fever_medicine,14
pharmacy_000765,loc_005,2026-07-15,cough_medicine,11
pharmacy_000766,loc_005,2026-07-16,ORS,12
pharmacy_000767,loc_005,2026-07-16,fever_medicine,14
pharmacy_000768,loc_005,2026-07-16,cough_medicine,9
pharmacy_000769,loc_005,2026-07-17,ORS,9
pharmacy_000770,loc_005,2026-07-17,fever_medicine,10
pharmacy_000771,loc_005,2026-07-17,cough_medicine,9
pharmacy_000772,loc_005,2026-07-18,ORS,9
pharmacy_000773,loc_005,2026-07-18,fever_medicine,12
pharmacy_000774,loc_005,2026-07-18,cough_medicine,6
pharmacy_000775,loc_005,2026-07-19,ORS,9
pharmacy_000776,loc_005,2026-07-19,fever_medicine,13
pharmacy_000777,loc_005,2026-07-19,cough_medicine,5
pharmacy_000778,loc_005,2026-07-20,ORS,10
pharmacy_000779,loc_005,2026-07-20,fever_medicine,15
pharmacy_000780,loc_005,2026-07-20,cough_medicine,6
pharmacy_000781,loc_005,2026-07-21,ORS,9
pharmacy_000782,loc_005,2026-07-21,fever_medicine,12
pharmacy_000783,loc_005,2026-07-21,cough_medicine,6
pharmacy_000784,loc_005,2026-07-22,ORS,9
pharmacy_000785,loc_005,2026-07-22,fever_medicine,11
pharmacy_000786,loc_005,2026-07-22,cough_medicine,7
pharmacy_000787,loc_005,2026-07-23,ORS,8
pharmacy_000788,loc_005,2026-07-23,fever_medicine,15
pharmacy_000789,loc_005,2026-07-23,cough_medicine,7
pharmacy_000790,loc_005,2026-07-24,ORS,10
pharmacy_000791,loc_005,2026-07-24,fever_medicine,12
pharmacy_000792,loc_005,2026-07-24,cough_medicine,7
pharmacy_000793,loc_005,2026-07-25,ORS,8
pharmacy_000794,loc_005,2026-07-25,fever_medicine,15
pharmacy_000795,loc_005,2026-07-25,cough_medicine,8
pharmacy_000796,loc_005,2026-07-26,ORS,9
pharmacy_000797,loc_005,2026-07-26,fever_medicine,13
pharmacy_000798,loc_005,2026-07-26,cough_medicine,9
pharmacy_000799,loc_005,2026-07-27,ORS,6
pharmacy_000800,loc_005,2026-07-27,fever_medicine,14
pharmacy_000801,loc_005,2026-07-27,cough_medicine,6
pharmacy_000802,loc_005,2026-07-28,ORS,6
pharmacy_000803,loc_005,2026-07-28,fever_medicine,10
pharmacy_000804,loc_005,2026-07-28,cough_medicine,9
pharmacy_000805,loc_005,2026-07-29,ORS,6
pharmacy_000806,loc_005,2026-07-29,fever_medicine,11
pharmacy_000807,loc_005,2026-07-29,cough_medicine,5
pharmacy_000808,loc_005,2026-07-30,ORS,7
pharmacy_000809,loc_005,2026-07-30,fever_medicine,15
pharmacy_000810,loc_005,2026-07-30,cough_medicine,7
pharmacy_000811,loc_005,2026-07-31,ORS,9
pharmacy_000812,loc_005,2026-07-31,fever_medicine,14
pharmacy_000813,loc_005,2026-07-31,cough_medicine,10
pharmacy_000814,loc_005,2026-08-01,ORS,11
pharmacy_000815,loc_005,2026-08-01,fever_medicine,11
pharmacy_000816,loc_005,2026-08-01,cough_medicine,11
pharmacy_000817,loc_005,2026-08-02,ORS,8
pharmacy_000818,loc_005,2026-08-02,fever_medicine,10
pharmacy_000819,loc_005,2026-08-02,cough_medicine,11
pharmacy_000820,loc_005,2026-08-03,ORS,11
pharmacy_000821,loc_005,2026-08-03,fever_medicine,13
pharmacy_000822,loc_005,2026-08-03,cough_medicine,10
pharmacy_000823,loc_005,2026-08-04,ORS,10
pharmacy_000824,loc_005,2026-08-04,fever_medicine,11
pharmacy_000825,loc_005,2026-08-04,cough_medicine,11
pharmacy_000826,loc_005,2026-08-05,ORS,9
pharmacy_000827,loc_005,2026-08-05,fever_medicine,16
pharmacy_000828,loc_005,2026-08-05,cough_medicine,11
pharmacy_000829,loc_005,2026-08-06,ORS,9
pharmacy_000830,loc_005,2026-08-06,fever_medicine,13
pharmacy_000831,loc_005,2026-08-06,cough_medicine,10
pharmacy_000832,loc_005,2026-08-07,ORS,12
pharmacy_000833,loc_005,2026-08-07,fever_medicine,11
pharmacy_000834,loc_005,2026-08-07,cough_medicine,9
pharmacy_000835,loc_005,2026-08-08,ORS,10
pharmacy_000836,loc_005,2026-08-08,fever_medicine,15
pharmacy_000837,loc_005,2026-08-08,cough_medicine,8
pharmacy_000838,loc_005,2026-08-09,ORS,11
pharmacy_000839,loc_005,2026-08-09,fever_medicine,11
pharmacy_000840,loc_005,2026-08-09,cough_medicine,8
pharmacy_000841,loc_005,2026-08-10,ORS,7
pharmacy_000842,loc_005,2026-08-10,fever_medicine,13
pharmacy_000843,loc_005,2026-08-10,cough_medicine,9
pharmacy_000844,loc_005,2026-08-11,ORS,6
pharmacy_000845,loc_005,2026-08-11,fever_medicine,12
pharmacy_000846,loc_005,2026-08-11,cough_medicine,9
pharmacy_000847,loc_005,2026-08-12,ORS,10
pharmacy_000848,loc_005,2026-08-12,fever_medicine,12
pharmacy_000849,loc_005,2026-08-12,cough_medicine,11
pharmacy_000850,loc_005,2026-08-13,ORS,6
pharmacy_000851,loc_005,2026-08-13,fever_medicine,15
pharmacy_000852,loc_005,2026-08-13,cough_medicine,10
pharmacy_000853,loc_005,2026-08-14,ORS,11
pharmacy_000854,loc_005,2026-08-14,fever_medicine,13
pharmacy_000855,loc_005,2026-08-14,cough_medicine,6
pharmacy_000856,loc_005,2026-08-15,ORS,6
pharmacy_000857,loc_005,2026-08-15,fever_medicine,11
pharmacy_000858,loc_005,2026-08-15,cough_medicine,5
pharmacy_000859,loc_005,2026-08-16,ORS,7
pharmacy_000860,loc_005,2026-08-16,fever_medicine,14
pharmacy_000861,loc_005,2026-08-16,cough_medicine,9
pharmacy_000862,loc_005,2026-08-17,ORS,8
pharmacy_000863,loc_005,2026-08-17,fever_medicine,15
pharmacy_000864,loc_005,2026-08-17,cough_medicine,9
pharmacy_000865,loc_005,2026-08-18,ORS,10
pharmacy_000866,loc_005,2026-08-18,fever_medicine,10
pharmacy_000867,loc_005,2026-08-18,cough_medicine,5
pharmacy_000868,loc_005,2026-08-19,ORS,8
pharmacy_000869,loc_005,2026-08-19,fever_medicine,16
pharmacy_000870,loc_005,2026-08-19,cough_medicine,9
pharmacy_000871,loc_005,2026-08-20,ORS,12
pharmacy_000872,loc_005,2026-08-20,fever_medicine,15
pharmacy_000873,loc_005,2026-08-20,cough_medicine,7
pharmacy_000874,loc_005,2026-08-21,ORS,8
pharmacy_000875,loc_005,2026-08-21,fever_medicine,11
pharmacy_000876,loc_005,2026-08-21,cough_medicine,8
pharmacy_000877,loc_005,2026-08-22,ORS,7
pharmacy_000878,loc_005,2026-08-22,fever_medicine,13
pharmacy_000879,loc_005,2026-08-22,cough_medicine,5
pharmacy_000880,loc_005,2026-08-23,ORS,10
pharmacy_000881,loc_005,2026-08-23,fever_medicine,14
pharmacy_000882,loc_005,2026-08-23,cough_medicine,8
pharmacy_000883,loc_005,2026-08-24,ORS,8
pharmacy_000884,loc_005,2026-08-24,fever_medicine,13
pharmacy_000885,loc_005,2026-08-24,cough_medicine,6
pharmacy_000886,loc_005,2026-08-25,ORS,7
pharmacy_000887,loc_005,2026-08-25,fever_medicine,14
pharmacy_000888,loc_005,2026-08-25,cough_medicine,11
pharmacy_000889,loc_005,2026-08-26,ORS,12
pharmacy_000890,loc_005,2026-08-26,fever_medicine,15
pharmacy_000891,loc_005,2026-08-26,cough_medicine,10
pharmacy_000892,loc_005,2026-08-27,ORS,6
pharmacy_000893,loc_005,2026-08-27,fever_medicine,13
pharmacy_000894,loc_005,2026-08-27,cough_medicine,5
pharmacy_000895,loc_005,2026-08-28,ORS,7
pharmacy_000896,loc_005,2026-08-28,fever_medicine,14
pharmacy_000897,loc_005,2026-08-28,cough_medicine,10
pharmacy_000898,loc_005,2026-08-29,ORS,8
pharmacy_000899,loc_005,2026-08-29,fever_medicine,12
pharmacy_000900,loc_005,2026-08-29,cough_medicine,6
pharmacy_000901,loc_006,2026-07-01,ORS,12
pharmacy_000902,loc_006,2026-07-01,fever_medicine,15
pharmacy_000903,loc_006,2026-07-01,cough_medicine,10
pharmacy_000904,loc_006,2026-07-02,ORS,11
pharmacy_000905,loc_006,2026-07-02,fever_medicine,16
pharmacy_000906,loc_006,2026-07-02,cough_medicine,8
pharmacy_000907,loc_006,2026-07-03,ORS,7
pharmacy_000908,loc_006,2026-07-03,fever_medicine,13
pharmacy_000909,loc_006,2026-07-03,cough_medicine,10
pharmacy_000910,loc_006,2026-07-04,ORS,9
pharmacy_000911,loc_006,2026-07-04,fever_medicine,15
pharmacy_000912,loc_006,2026-07-04,cough_medicine,7
pharmacy_000913,loc_006,2026-07-05,ORS,6
pharmacy_000914,loc_006,2026-07-05,fever_medicine,10
pharmacy_000915,loc_006,2026-07-05,cough_medicine,10
pharmacy_000916,loc_006,2026-07-06,ORS,12
pharmacy_000917,loc_006,2026-07-06,fever_medicine,11
pharmacy_000918,loc_006,2026-07-06,cough_medicine,5
pharmacy_000919,loc_006,2026-07-07,ORS,12
pharmacy_000920,loc_006,2026-07-07,fever_medicine,12
pharmacy_000921,loc_006,2026-07-07,cough_medicine,11
pharmacy_000922,loc_006,2026-07-08,ORS,7
pharmacy_000923,loc_006,2026-07-08,fever_medicine,13
pharmacy_000924,loc_006,2026-07-08,cough_medicine,11
pharmacy_000925,loc_006,2026-07-09,ORS,9
pharmacy_000926,loc_006,2026-07-09,fever_medicine,16
pharmacy_000927,loc_006,2026-07-09,cough_medicine,11
pharmacy_000928,loc_006,2026-07-10,ORS,8
pharmacy_000929,loc_006,2026-07-10,fever_medicine,15
pharmacy_000930,loc_006,2026-07-10,cough_medicine,7
pharmacy_000931,loc_006,2026-07-11,ORS,11
pharmacy_000932,loc_006,2026-07-11,fever_medicine,10
pharmacy_000933,loc_006,2026-07-11,cough_medicine,11
pharmacy_000934,loc_006,2026-07-12,ORS,8
pharmacy_000935,loc_006,2026-07-12,fever_medicine,16
pharmacy_000936,loc_006,2026-07-12,cough_medicine,9
pharmacy_000937,loc_006,2026-07-13,ORS,6
pharmacy_000938,loc_006,2026-07-13,fever_medicine,14
pharmacy_000939,loc_006,2026-07-13,cough_medicine,5
pharmacy_000940,loc_006,2026-07-14,ORS,11
pharmacy_000941,loc_006,2026-07-14,fever_medicine,13
pharmacy_000942,loc_006,2026-07-14,cough_medicine,10
pharmacy_000943,loc_006,2026-07-15,ORS,8
pharmacy_000944,loc_006,2026-07-15,fever_medicine,12
pharmacy_000945,loc_006,2026-07-15,cough_medicine,6
pharmacy_000946,loc_006,2026-07-16,ORS,11
pharmacy_000947,loc_006,2026-07-16,fever_medicine,14
pharmacy_000948,loc_006,2026-07-16,cough_medicine,6
pharmacy_000949,loc_006,2026-07-17,ORS,7
pharmacy_000950,loc_006,2026-07-17,fever_medicine,13
pharmacy_000951,loc_006,2026-07-17,cough_medicine,10
pharmacy_000952,loc_006,2026-07-18,ORS,8
pharmacy_000953,loc_006,2026-07-18,fever_medicine,16
pharmacy_000954,loc_006,2026-07-18,cough_medicine,6
pharmacy_000955,loc_006,2026-07-19,ORS,8
pharmacy_000956,loc_006,2026-07-19,fever_medicine,11
pharmacy_000957,loc_006,2026-07-19,cough_medicine,6
pharmacy_000958,loc_006,2026-07-20,ORS,11
pharmacy_000959,loc_006,2026-07-20,fever_medicine,16
pharmacy_000960,loc_006,2026-07-20,cough_medicine,11
pharmacy_000961,loc_006,2026-07-21,ORS,9
pharmacy_000962,loc_006,2026-07-21,fever_medicine,14
pharmacy_000963,loc_006,2026-07-21,cough_medicine,10
