signal_id,location_id,date,syndrome,case_count
asha_000588,loc_003,2026-07-27,rash,0
asha_000589,loc_003,2026-07-28,fever,22
asha_000590,loc_003,2026-07-28,diarrhea,14
asha_000591,loc_003,2026-07-28,cough,1
asha_000592,loc_003,2026-07-28,rash,1
asha_000593,loc_003,2026-07-29,fever,19
asha_000594,loc_003,2026-07-29,diarrhea,15
asha_000595,loc_003,2026-07-29,cough,2
asha_000596,loc_003,2026-07-29,rash,0
asha_000597,loc_003,2026-07-30,fever,21
asha_000598,loc_003,2026-07-30,diarrhea,16
asha_000599,loc_003,2026-07-30,cough,4
asha_000600,loc_003,2026-07-30,rash,1
asha_000601,loc_003,2026-07-31,fever,18
asha_000602,loc_003,2026-07-31,diarrhea,17
asha_000603,loc_003,2026-07-31,cough,5
asha_000604,loc_003,2026-07-31,rash,0
asha_000605,loc_003,2026-08-01,fever,18
asha_000606,loc_003,2026-08-01,diarrhea,15
asha_000607,loc_003,2026-08-01,cough,3
asha_000608,loc_003,2026-08-01,rash,2
asha_000609,loc_003,2026-08-02,fever,19
asha_000610,loc_003,2026-08-02,diarrhea,16
asha_000611,loc_003,2026-08-02,cough,1
asha_000612,loc_003,2026-08-02,rash,1
asha_000613,loc_003,2026-08-03,fever,18
asha_000614,loc_003,2026-08-03,diarrhea,16
asha_000615,loc_003,2026-08-03,cough,1
asha_000616,loc_003,2026-08-03,rash,3
asha_000617,loc_003,2026-08-04,fever,19
asha_000618,loc_003,2026-08-04,diarrhea,17
asha_000619,loc_003,2026-08-04,cough,3
asha_000620,loc_003,2026-08-04,rash,0
asha_000621,loc_003,2026-08-05,fever,18
asha_000622,loc_003,2026-08-05,diarrhea,14
asha_000623,loc_003,2026-08-05,cough,5
asha_000624,loc_003,2026-08-05,rash,2
asha_000625,loc_003,2026-08-06,fever,20
asha_000626,loc_003,2026-08-06,diarrhea,16
asha_000627,loc_003,2026-08-06,cough,1
asha_000628,loc_003,2026-08-06,rash,3
asha_000629,loc_003,2026-08-07,fever,19
asha_000630,loc_003,2026-08-07,diarrhea,16
asha_000631,loc_003,2026-08-07,cough,2
asha_000632,loc_003,2026-08-07,rash,0
asha_000633,loc_003,2026-08-08,fever,18
asha_000634,loc_003,2026-08-08,diarrhea,13
asha_000635,loc_003,2026-08-08,cough,4
asha_000636,loc_003,2026-08-08,rash,0
asha_000637,loc_003,2026-08-09,fever,22
asha_000638,loc_003,2026-08-09,diarrhea,16
asha_000639,loc_003,2026-08-09,cough,4
asha_000640,loc_003,2026-08-09,rash,0
asha_000641,loc_003,2026-08-10,fever,20
asha_000642,loc_003,2026-08-10,diarrhea,16
asha_000643,loc_003,2026-08-10,cough,3
asha_000644,loc_003,2026-08-10,rash,0
asha_000645,loc_003,2026-08-11,fever,19
asha_000646,loc_003,2026-08-11,diarrhea,15
asha_000647,loc_003,2026-08-11,cough,2
asha_000648,loc_003,2026-08-11,rash,3
asha_000649,loc_003,2026-08-12,fever,21
asha_000650,loc_003,2026-08-12,diarrhea,14
asha_000651,loc_003,2026-08-12,cough,2
asha_000652,loc_003,2026-08-12,rash,2
asha_000653,loc_003,2026-08-13,fever,22
asha_000654,loc_003,2026-08-13,diarrhea,17
asha_000655,loc_003,2026-08-13,cough,4
asha_000656,loc_003,2026-08-13,rash,0
asha_000657,loc_003,2026-08-14,fever,21
asha_000658,loc_003,2026-08-14,diarrhea,16
asha_000659,loc_003,2026-08-14,cough,5
asha_000660,loc_003,2026-08-14,rash,0
asha_000661,loc_003,2026-08-15,fever,21
asha_000662,loc_003,2026-08-15,diarrhea,15
asha_000663,loc_003,2026-08-15,cough,2
asha_000664,loc_003,2026-08-15,rash,3
asha_000665,loc_003,2026-08-16,fever,27
asha_000666,loc_003,2026-08-16,diarrhea,19
asha_000667,loc_003,2026-08-16,cough,1
asha_000668,loc_003,2026-08-16,rash,0
asha_000669,loc_003,2026-08-17,fever,31
asha_000670,loc_003,2026-08-17,diarrhea,29
asha_000671,loc_003,2026-08-17,cough,1
asha_000672,loc_003,2026-08-17,rash,0
asha_000673,loc_003,2026-08-18,fever,44
asha_000674,loc_003,2026-08-18,diarrhea,28
asha_000675,loc_003,2026-08-18,cough,3
asha_000676,loc_003,2026-08-18,rash,2
asha_000677,loc_003,2026-08-19,fever,51
asha_000678,loc_003,2026-08-19,diarrhea,34
asha_000679,loc_003,2026-08-19,cough,4
asha_000680,loc_003,2026-08-19,rash,3
asha_000681,loc_003,2026-08-20,fever,58
asha_000682,loc_003,2026-08-20,diarrhea,43
asha_000683,loc_003,2026-08-20,cough,1
asha_000684,loc_003,2026-08-20,rash,2
asha_000685,loc_003,2026-08-21,fever,65
asha_000686,loc_003,2026-08-21,diarrhea,46
asha_000687,loc_003,2026-08-21,cough,1
asha_000688,loc_003,2026-08-21,rash,2
asha_000689,loc_003,2026-08-22,fever,72
asha_000690,loc_003,2026-08-22,diarrhea,54
asha_000691,loc_003,2026-08-22,cough,4
asha_000692,loc_003,2026-08-22,rash,1
asha_000693,loc_003,2026-08-23,fever,80
asha_000694,loc_003,2026-08-23,diarrhea,56
asha_000695,loc_003,2026-08-23,cough,4
asha_000696,loc_003,2026-08-23,rash,0
asha_000697,loc_003,2026-08-24,fever,86
asha_000698,loc_003,2026-08-24,diarrhea,60
asha_000699,loc_003,2026-08-24,cough,5
asha_000700,loc_003,2026-08-24,rash,0
asha_000701,loc_003,2026-08-25,fever,88
asha_000702,loc_003,2026-08-25,diarrhea,71
asha_000703,loc_003,2026-08-25,cough,2
asha_000704,loc_003,2026-08-25,rash,0
asha_000705,loc_003,2026-08-26,fever,96
asha_000706,loc_003,2026-08-26,diarrhea,71
asha_000707,loc_003,2026-08-26,cough,3
asha_000708,loc_003,2026-08-26,rash,3
asha_000709,loc_003,2026-08-27,fever,106
asha_000710,loc_003,2026-08-27,diarrhea,76
asha_000711,loc_003,2026-08-27,cough,2
asha_000712,loc_003,2026-08-27,rash,0
asha_000713,loc_003,2026-08-28,fever,113
asha_000714,loc_003,2026-08-28,diarrhea,87
asha_000715,loc_003,2026-08-28,cough,3
asha_000716,loc_003,2026-08-28,rash,3
asha_000717,loc_003,2026-08-29,fever,121
asha_000718,loc_003,2026-08-29,diarrhea,88
asha_000719,loc_003,2026-08-29,cough,2
asha_000720,loc_003,2026-08-29,rash,3
asha_000721,loc_004,2026-07-01,fever,2
asha_000722,loc_004,2026-07-01,diarrhea,1
asha_000723,loc_004,2026-07-01,cough,5
asha_000724,loc_004,2026-07-01,rash,0
asha_000725,loc_004,2026-07-02,fever,6
asha_000726,loc_004,2026-07-02,diarrhea,2
asha_000727,loc_004,2026-07-02,cough,2
asha_000728,loc_004,2026-07-02,rash,1
asha_000729,loc_004,2026-07-03,fever,2
asha_000730,loc_004,2026-07-03,diarrhea,3
asha_000731,loc_004,2026-07-03,cough,1
asha_000732,loc_004,2026-07-03,rash,2
asha_000733,loc_004,2026-07-04,fever,2
asha_000734,loc_004,2026-07-04,diarrhea,2
asha_000735,loc_004,2026-07-04,cough,4
asha_000736,loc_004,2026-07-04,rash,2
asha_000737,loc_004,2026-07-05,fever,6
asha_000738,loc_004,2026-07-05,diarrhea,2
asha_000739,loc_004,2026-07-05,cough,4
asha_000740,loc_004,2026-07-05,rash,0
asha_000741,loc_004,2026-07-06,fever,2
asha_000742,loc_004,2026-07-06,diarrhea,4
asha_000743,loc_004,2026-07-06,cough,1
asha_000744,loc_004,2026-07-06,rash,0
asha_000745,loc_004,2026-07-07,fever,6
asha_000746,loc_004,2026-07-07,diarrhea,5
asha_000747,loc_004,2026-07-07,cough,3
asha_000748,loc_004,2026-07-07,rash,0
asha_000749,loc_004,2026-07-08,fever,3
asha_000750,loc_004,2026-07-08,diarrhea,1
asha_000751,loc_004,2026-07-08,cough,5
asha_000752,loc_004,2026-07-08,rash,1
asha_000753,loc_004,2026-07-09,fever,2
asha_000754,loc_004,2026-07-09,diarrhea,2
asha_000755,loc_004,2026-07-09,cough,1
asha_000756,loc_004,2026-07-09,rash,2
asha_000757,loc_004,2026-07-10,fever,6
asha_000758,loc_004,2026-07-10,diarrhea,3
asha_000759,loc_004,2026-07-10,cough,4
asha_000760,loc_004,2026-07-10,rash,0
asha_000761,loc_004,2026-07-11,fever,3
asha_000762,loc_004,2026-07-11,diarrhea,5
asha_000763,loc_004,2026-07-11,cough,3
asha_000764,loc_004,2026-07-11,rash,1
asha_000765,loc_004,2026-07-12,fever,3
asha_000766,loc_004,2026-07-12,diarrhea,2
asha_000767,loc_004,2026-07-12,cough,3
asha_000768,loc_004,2026-07-12,rash,3
asha_000769,loc_004,2026-07-13,fever,4
asha_000770,loc_004,2026-07-13,diarrhea,2
asha_000771,loc_004,2026-07-13,cough,3
asha_000772,loc_004,2026-07-13,rash,3
asha_000773,loc_004,2026-07-14,fever,4
asha_000774,loc_004,2026-07-14,diarrhea,5
asha_000775,loc_004,2026-07-14,cough,1
asha_000776,loc_004,2026-07-14,rash,2
asha_000777,loc_004,2026-07-15,fever,5
asha_000778,loc_004,2026-07-15,diarrhea,4
asha_000779,loc_004,2026-07-15,cough,3
asha_000780,loc_004,2026-07-15,rash,3
asha_000781,loc_004,2026-07-16,fever,5
asha_000782,loc_004,2026-07-16,diarrhea,5
asha_000783,loc_004,2026-07-16,cough,2
asha_000784,loc_004,2026-07-16,rash,0
asha_000785,loc_004,2026-07-17,fever,2
asha_000786,loc_004,2026-07-17,diarrhea,5
asha_000787,loc_004,2026-07-17,cough,1
asha_000788,loc_004,2026-07-17,rash,0
asha_000789,loc_004,2026-07-18,fever,4
asha_000790,loc_004,2026-07-18,diarrhea,2
asha_000791,loc_004,2026-07-18,cough,3
asha_000792,loc_004,2026-07-18,rash,3
asha_000793,loc_004,2026-07-19,fever,4
asha_000794,loc_004,2026-07-19,diarrhea,1
asha_000795,loc_004,2026-07-19,cough,3
asha_000796,loc_004,2026-07-19,rash,1
asha_000797,loc_004,2026-07-20,fever,4
asha_000798,loc_004,2026-07-20,diarrhea,3
asha_000799,loc_004,2026-07-20,cough,2
asha_000800,loc_004,2026-07-20,rash,1
asha_000801,loc_004,2026-07-21,fever,5
asha_000802,loc_004,2026-07-21,diarrhea,2
asha_000803,loc_004,2026-07-21,cough,3
asha_000804,loc_004,2026-07-21,rash,0
asha_000805,loc_004,2026-07-22,fever,4
asha_000806,loc_004,2026-07-22,diarrhea,3
asha_000807,loc_004,2026-07-22,cough,5
asha_000808,loc_004,2026-07-22,rash,3
asha_000809,loc_004,2026-07-23,fever,2
asha_000810,loc_004,2026-07-23,diarrhea,3
asha_000811,loc_004,2026-07-23,cough,1
asha_000812,loc_004,2026-07-23,rash,0
asha_000813,loc_004,2026-07-24,fever,5
asha_000814,loc_004,2026-07-24,diarrhea,4
asha_000815,loc_004,2026-07-24,cough,5
asha_000816,loc_004,2026-07-24,rash,1
asha_000817,loc_004,2026-07-25,fever,5
asha_000818,loc_004,2026-07-25,diarrhea,2
asha_000819,loc_004,2026-07-25,cough,3
asha_000820,loc_004,2026-07-25,rash,2
asha_000821,loc_004,2026-07-26,fever,3
asha_000822,loc_004,2026-07-26,diarrhea,5
asha_000823,loc_004,2026-07-26,cough,3
asha_000824,loc_004,2026-07-26,rash,0
asha_000825,loc_004,2026-07-27,fever,4
asha_000826,loc_004,2026-07-27,diarrhea,4
asha_000827,loc_004,2026-07-27,cough,1
asha_000828,loc_004,2026-07-27,rash,0
asha_000829,loc_004,2026-07-28,fever,2
asha_000830,loc_004,2026-07-28,diarrhea,5
asha_000831,loc_004,2026-07-28,cough,5
asha_000832,loc_004,2026-07-28,rash,0
asha_000833,loc_004,2026-07-29,fever,5
asha_000834,loc_004,2026-07-29,diarrhea,3
asha_000835,loc_004,2026-07-29,cough,4
asha_000836,loc_004,2026-07-29,rash,0
asha_000837,loc_004,2026-07-30,fever,3
asha_000838,loc_004,2026-07-30,diarrhea,4
asha_000839,loc_004,2026-07-30,cough,5
asha_000840,loc_004,2026-07-30,rash,0
asha_000841,loc_004,2026-07-31,fever,5
asha_000842,loc_004,2026-07-31,diarrhea,2
asha_000843,loc_004,2026-07-31,cough,1
asha_000844,loc_004,2026-07-31,rash,2
asha_000845,loc_004,2026-08-01,fever,3
asha_000846,loc_004,2026-08-01,diarrhea,4
asha_000847,loc_004,2026-08-01,cough,5
asha_000848,loc_004,2026-08-01,rash,1
asha_000849,loc_004,2026-08-02,fever,2
asha_000850,loc_004,2026-08-02,diarrhea,1
asha_000851,loc_004,2026-08-02,cough,3
asha_000852,loc_004,2026-08-02,rash,2
asha_000853,loc_004,2026-08-03,fever,3
asha_000854,loc_004,2026-08-03,diarrhea,1
asha_000855,loc_004,2026-08-03,cough,3
asha_000856,loc_004,2026-08-03,rash,3
asha_000857,loc_004,2026-08-04,fever,5
asha_000858,loc_004,2026-08-04,diarrhea,1
asha_000859,loc_004,2026-08-04,cough,5
asha_000860,loc_004,2026-08-04,rash,3
asha_000861,loc_004,2026-08-05,fever,5
asha_000862,loc_004,2026-08-05,diarrhea,3
asha_000863,loc_004,2026-08-05,cough,2
asha_000864,loc_004,2026-08-05,rash,3
asha_000865,loc_004,2026-08-06,fever,6
asha_000866,loc_004,2026-08-06,diarrhea,3
asha_000867,loc_004,2026-08-06,cough,5
asha_000868,loc_004,2026-08-06,rash,3
asha_000869,loc_004,2026-08-07,fever,6
asha_000870,loc_004,2026-08-07,diarrhea,2
asha_000871,loc_004,2026-08-07,cough,1
asha_000872,loc_004,2026-08-07,rash,3
asha_000873,loc_004,2026-08-08,fever,2
asha_000874,loc_004,2026-08-08,diarrhea,4
asha_000875,loc_004,2026-08-08,cough,5
asha_000876,loc_004,2026-08-08,rash,0
asha_000877,loc_004,2026-08-09,fever,4
asha_000878,loc_004,2026-08-09,diarrhea,2
asha_000879,loc_004,2026-08-09,cough,4
asha_000880,loc_004,2026-08-09,rash,1
asha_000881,loc_004,2026-08-10,fever,5
asha_000882,loc_004,2026-08-10,diarrhea,2
asha_000883,loc_004,2026-08-10,cough,1
asha_000884,loc_004,2026-08-10,rash,3
asha_000885,loc_004,2026-08-11,fever,5
asha_000886,loc_004,2026-08-11,diarrhea,2
asha_000887,loc_004,2026-08-11,cough,4
asha_000888,loc_004,2026-08-11,rash,1
asha_000889,loc_004,2026-08-12,fever,5
asha_000890,loc_004,2026-08-12,diarrhea,3
asha_000891,loc_004,2026-08-12,cough,4
asha_000892,loc_004,2026-08-12,rash,3
asha_000893,loc_004,2026-08-13,fever,2
asha_000894,loc_004,2026-08-13,diarrhea,3
asha_000895,loc_004,2026-08-13,cough,2
asha_000896,loc_004,2026-08-13,rash,1
asha_000897,loc_004,2026-08-14,fever,2
asha_000898,loc_004,2026-08-14,diarrhea,4
asha_000899,loc_004,2026-08-14,cough,2
asha_000900,loc_004,2026-08-14,rash,2
asha_000901,loc_004,2026-08-15,fever,4
asha_000902,loc_004,2026-08-15,diarrhea,1
asha_000903,loc_004,2026-08-15,cough,5
asha_000904,loc_004,2026-08-15,rash,0
asha_000905,loc_004,2026-08-16,fever,5
asha_000906,loc_004,2026-08-16,diarrhea,3
asha_000907,loc_004,2026-08-16,cough,3
asha_000908,loc_004,2026-08-16,rash,1
asha_000909,loc_004,2026-08-17,fever,4
asha_000910,loc_004,2026-08-17,diarrhea,4
asha_000911,loc_004,2026-08-17,cough,4
asha_000912,loc_004,2026-08-17,rash,0
asha_000913,loc_004,2026-08-18,fever,5
asha_000914,loc_004,2026-08-18,diarrhea,4
asha_000915,loc_004,2026-08-18,cough,1
asha_000916,loc_004,2026-08-18,rash,1
asha_000917,loc_004,2026-08-19,fever,6
asha_000918,loc_004,2026-08-19,diarrhea,2
asha_000919,loc_004,2026-08-19,cough,2
asha_000920,loc_004,2026-08-19,rash,2
asha_000921,loc_004,2026-08-20,fever,2
asha_000922,loc_004,2026-08-20,diarrhea,4
asha_000923,loc_004,2026-08-20,cough,3
asha_000924,loc_004,2026-08-20,rash,3
asha_000925,loc_004,2026-08-21,fever,5
asha_000926,loc_004,2026-08-21,diarrhea,1
asha_000927,loc_004,2026-08-21,cough,3
asha_000928,loc_004,2026-08-21,rash,3
asha_000929,loc_004,2026-08-22,fever,6
asha_000930,loc_004,2026-08-22,diarrhea,4
asha_000931,loc_004,2026-08-22,cough,4
asha_000932,loc_004,2026-08-22,rash,1
asha_000933,loc_004,2026-08-23,fever,2
asha_000934,loc_004,2026-08-23,diarrhea,2
asha_000935,loc_004,2026-08-23,cough,5
asha_000936,loc_004,2026-08-23,rash,2
asha_000937,loc_004,2026-08-24,fever,5
asha_000938,loc_004,2026-08-24,diarrhea,2
asha_000939,loc_004,2026-08-24,cough,2
asha_000940,loc_004,2026-08-24,rash,2
asha_000941,loc_004,2026-08-25,fever,6
asha_000942,loc_004,2026-08-25,diarrhea,4
asha_000943,loc_004,2026-08-25,cough,3
asha_000944,loc_004,2026-08-25,rash,2
asha_000945,loc_004,2026-08-26,fever,4
asha_000946,loc_004,2026-08-26,diarrhea,4
asha_000947,loc_004,2026-08-26,cough,1
asha_000948,loc_004,2026-08-26,rash,2
asha_000949,loc_004,2026-08-27,fever,6
asha_000950,loc_004,2026-08-27,diarrhea,3
asha_000951,loc_004,2026-08-27,cough,2
asha_000952,loc_004,2026-08-27,rash,1
asha_000953,loc_004,2026-08-28,fever,6
asha_000954,loc_004,2026-08-28,diarrhea,4
asha_000955,loc_004,2026-08-28,cough,3
asha_000956,loc_004,2026-08-28,rash,0
asha_000957,loc_004,2026-08-29,fever,6
asha_000958,loc_004,2026-08-29,diarrhea,4
asha_000959,loc_004,2026-08-29,cough,3
asha_000960,loc_004,2026-08-29,rash,3
asha_000961,loc_005,2026-07-01,fever,2
asha_000962,loc_005,2026-07-01,diarrhea,1
asha_000963,loc_005,2026-07-01,cough,5
asha_000964,loc_005,2026-07-01,rash,1
asha_000965,loc_005,2026-07-02,fever,2
asha_000966,loc_005,2026-07-02,diarrhea,3
asha_000967,loc_005,2026-07-02,cough,4
asha_000968,loc_005,2026-07-02,rash,2
asha_000969,loc_005,2026-07-03,fever,4
asha_000970,loc_005,2026-07-03,diarrhea,1
asha_000971,loc_005,2026-07-03,cough,1
asha_000972,loc_005,2026-07-03,rash,3
asha_000973,loc_005,2026-07-04,fever,2
asha_000974,loc_005,2026-07-04,diarrhea,3
asha_000975,loc_005,2026-07-04,cough,3
asha_000976,loc_005,2026-07-04,rash,3
asha_000977,loc_005,2026-07-05,fever,5
asha_000978,loc_005,2026-07-05,diarrhea,4
asha_000979,loc_005,2026-07-05,cough,2
asha_000980,loc_005,2026-07-05,rash,3
asha_000981,loc_005,2026-07-06,fever,2
asha_000982,loc_005,2026-07-06,diarrhea,5
asha_000983,loc_005,2026-07-06,cough,2
asha_000984,loc_005,2026-07-06,rash,1
asha_000985,loc_005,2026-07-07,fever,3
asha_000986,loc_005,2026-07-07,diarrhea,2
asha_000987,loc_005,2026-07-07,cough,5
asha_000988,loc_005,2026-07-07,rash,2
asha_000989,loc_005,2026-07-08,fever,6
asha_000990,loc_005,2026-07-08,diarrhea,1
asha_000991,loc_005,2026-07-08,cough,5
asha_000992,loc_005,2026-07-08,rash,0
asha_000993,loc_005,2026-07-09,fever,6
asha_000994,loc_005,2026-07-09,diarrhea,4
asha_000995,loc_005,2026-07-09,cough,4
asha_000996,loc_005,2026-07-09,rash,0
asha_000997,loc_005,2026-07-10,fever,2
asha_000998,loc_005,2026-07-10,diarrhea,3
asha_000999,loc_005,2026-07-10,cough,4
asha_001000,loc_005,2026-07-10,rash,0
asha_001001,loc_005,2026-07-11,fever,5
asha_001002,loc_005,2026-07-11,diarrhea,3
asha_001003,loc_005,2026-07-11,cough,5
asha_001004,loc_005,2026-07-11,rash,3
asha_001005,loc_005,2026-07-12,fever,6
asha_001006,loc_005,2026-07-12,diarrhea,2
asha_001007,loc_005,2026-07-12,cough,3
asha_001008,loc_005,2026-07-12,rash,2
asha_001009,loc_005,2026-07-13,fever,5
asha_001010,loc_005,2026-07-13,diarrhea,3
asha_001011,loc_005,2026-07-13,cough,3
asha_001012,loc_005,2026-07-13,rash,3
asha_001013,loc_005,2026-07-14,fever,4
asha_001014,loc_005,2026-07-14,diarrhea,4
asha_001015,loc_005,2026-07-14,cough,1
asha_001016,loc_005,2026-07-14,rash,3
asha_001017,loc_005,2026-07-15,fever,5
asha_001018,loc_005,2026-07-15,diarrhea,4
asha_001019,loc_005,2026-07-15,cough,5
asha_001020,loc_005,2026-07-15,rash,0
asha_001021,loc_005,2026-07-16,fever,3
asha_001022,loc_005,2026-07-16,diarrhea,5
asha_001023,loc_005,2026-07-16,cough,5
asha_001024,loc_005,2026-07-16,rash,2
asha_001025,loc_005,2026-07-17,fever,6
asha_001026,loc_005,2026-07-17,diarrhea,2
asha_001027,loc_005,2026-07-17,cough,1
asha_001028,loc_005,2026-07-17,rash,0
asha_001029,loc_005,2026-07-18,fever,3
asha_001030,loc_005,2026-07-18,diarrhea,3
asha_001031,loc_005,2026-07-18,cough,5
asha_001032,loc_005,2026-07-18,rash,1
asha_001033,loc_005,2026-07-19,fever,4
asha_001034,loc_005,2026-07-19,diarrhea,2
asha_001035,loc_005,2026-07-19,cough,4
asha_001036,loc_005,2026-07-19,rash,1
asha_001037,loc_005,2026-07-20,fever,6
asha_001038,loc_005,2026-07-20,diarrhea,4
asha_001039,loc_005,2026-07-20,cough,3
asha_001040,loc_005,2026-07-20,rash,1
asha_001041,loc_005,2026-07-21,fever,2
asha_001042,loc_005,2026-07-21,diarrhea,1
asha_001043,loc_005,2026-07-21,cough,5
asha_001044,loc_005,2026-07-21,rash,0
asha_001045,loc_005,2026-07-22,fever,6
asha_001046,loc_005,2026-07-22,diarrhea,2
asha_001047,loc_005,2026-07-22,cough,4
asha_001048,loc_005,2026-07-22,rash,0
asha_001049,loc_005,2026-07-23,fever,2
asha_001050,loc_005,2026-07-23,diarrhea,4
asha_001051,loc_005,2026-07-23,cough,1
asha_001052,loc_005,2026-07-23,rash,2
asha_001053,loc_005,2026-07-24,fever,5
asha_001054,loc_005,2026-07-24,diarrhea,5
asha_001055,loc_005,2026-07-24,cough,5
asha_001056,loc_005,2026-07-24,rash,0
asha_001057,loc_005,2026-07-25,fever,5
asha_001058,loc_005,2026-07-25,diarrhea,3
asha_001059,loc_005,2026-07-25,cough,3
asha_001060,loc_005,2026-07-25,rash,2
asha_001061,loc_005,2026-07-26,fever,2
asha_001062,loc_005,2026-07-26,diarrhea,2
asha_001063,loc_005,2026-07-26,cough,4
asha_001064,loc_005,2026-07-26,rash,0
asha_001065,loc_005,2026-07-27,fever,5
asha_001066,loc_005,2026-07-27,diarrhea,1
asha_001067,loc_005,2026-07-27,cough,1
asha_001068,loc_005,2026-07-27,rash,2
asha_001069,loc_005,2026-07-28,fever,6
asha_001070,loc_005,2026-07-28,diarrhea,2
asha_001071,loc_005,2026-07-28,cough,4
asha_001072,loc_005,2026-07-28,rash,1
asha_001073,loc_005,2026-07-29,fever,4
asha_001074,loc_005,2026-07-29,diarrhea,4
asha_001075,loc_005,2026-07-29,cough,3
asha_001076,loc_005,2026-07-29,rash,3
asha_001077,loc_005,2026-07-30,fever,5
asha_001078,loc_005,2026-07-30,diarrhea,4
asha_001079,loc_005,2026-07-30,cough,4
asha_001080,loc_005,2026-07-30,rash,1
asha_001081,loc_005,2026-07-31,fever,4
asha_001082,loc_005,2026-07-31,diarrhea,3
asha_001083,loc_005,2026-07-31,cough,3
asha_001084,loc_005,2026-07-31,rash,2
asha_001085,loc_005,2026-08-01,fever,5
asha_001086,loc_005,2026-08-01,diarrhea,3
asha_001087,loc_005,2026-08-01,cough,5
asha_001088,loc_005,2026-08-01,rash,3
asha_001089,loc_005,2026-08-02,fever,6
asha_001090,loc_005,2026-08-02,diarrhea,3
asha_001091,loc_005,2026-08-02,cough,2
asha_001092,loc_005,2026-08-02,rash,3
asha_001093,loc_005,2026-08-03,fever,3
asha_001094,loc_005,2026-08-03,diarrhea,4
asha_001095,loc_005,2026-08-03,cough,1
asha_001096,loc_005,2026-08-03,rash,3
asha_001097,loc_005,2026-08-04,fever,2
asha_001098,loc_005,2026-08-04,diarrhea,2
asha_001099,loc_005,2026-08-04,cough,2
asha_001100,loc_005,2026-08-04,rash,3
asha_001101,loc_005,2026-08-05,fever,3
asha_001102,loc_005,2026-08-05,diarrhea,5
asha_001103,loc_005,2026-08-05,cough,4
asha_001104,loc_005,2026-08-05,rash,3
asha_001105,loc_005,2026-08-06,fever,5
asha_001106,loc_005,2026-08-06,diarrhea,1
asha_001107,loc_005,2026-08-06,cough,3
asha_001108,loc_005,2026-08-06,rash,0
asha_001109,loc_005,2026-08-07,fever,6
asha_001110,loc_005,2026-08-07,diarrhea,1
asha_001111,loc_005,2026-08-07,cough,5
asha_001112,loc_005,2026-08-07,rash,3
asha_001113,loc_005,2026-08-08,fever,2
asha_001114,loc_005,2026-08-08,diarrhea,1
asha_001115,loc_005,2026-08-08,cough,5
asha_001116,loc_005,2026-08-08,rash,1
asha_001117,loc_005,2026-08-09,fever,3
asha_001118,loc_005,2026-08-09,diarrhea,4
asha_001119,loc_005,2026-08-09,cough,1
asha_001120,loc_005,2026-08-09,rash,3
asha_001121,loc_005,2026-08-10,fever,2
asha_001122,loc_005,2026-08-10,diarrhea,3
asha_001123,loc_005,2026-08-10,cough,4
asha_001124,loc_005,2026-08-10,rash,0
asha_001125,loc_005,2026-08-11,fever,4
asha_001126,loc_005,2026-08-11,diarrhea,3
asha_001127,loc_005,2026-08-11,cough,5
asha_001128,loc_005,2026-08-11,rash,0
asha_001129,loc_005,2026-08-12,fever,6
asha_001130,loc_005,2026-08-12,diarrhea,4
asha_001131,loc_005,2026-08-12,cough,3
asha_001132,loc_005,2026-08-12,rash,2
asha_001133,loc_005,2026-08-13,fever,2
asha_001134,loc_005,2026-08-13,diarrhea,3
asha_001135,loc_005,2026-08-13,cough,4
asha_001136,loc_005,2026-08-13,rash,3
asha_001137,loc_005,2026-08-14,fever,2
asha_001138,loc_005,2026-08-14,diarrhea,1
asha_001139,loc_005,2026-08-14,cough,3
asha_001140,loc_005,2026-08-14,rash,1
asha_001141,loc_005,2026-08-15,fever,5
asha_001142,loc_005,2026-08-15,diarrhea,2
asha_001143,loc_005,2026-08-15,cough,3
asha_001144,loc_005,2026-08-15,rash,2
asha_001145,loc_005,2026-08-16,fever,2
asha_001146,loc_005,2026-08-16,diarrhea,5
asha_001147,loc_005,2026-08-16,cough,3
asha_001148,loc_005,2026-08-16,rash,3
asha_001149,loc_005,2026-08-17,fever,4
asha_001150,loc_005,2026-08-17,diarrhea,2
asha_001151,loc_005,2026-08-17,cough,5
asha_001152,loc_005,2026-08-17,rash,3
asha_001153,loc_005,2026-08-18,fever,4
asha_001154,loc_005,2026-08-18,diarrhea,1
asha_001155,loc_005,2026-08-18,cough,4
asha_001156,loc_005,2026-08-18,rash,3
asha_001157,loc_005,2026-08-19,fever,5
asha_001158,loc_005,2026-08-19,diarrhea,3
asha_001159,loc_005,2026-08-19,cough,4
asha_001160,loc_005,2026-08-19,rash,0
asha_001161,loc_005,2026-08-20,fever,6
asha_001162,loc_005,2026-08-20,diarrhea,5
asha_001163,loc_005,2026-08-20,cough,5
asha_001164,loc_005,2026-08-20,rash,2
asha_001165,loc_005,2026-08-21,fever,2
asha_001166,loc_005,2026-08-21,diarrhea,3
asha_001167,loc_005,2026-08-21,cough,2
asha_001168,loc_005,2026-08-21,rash,0
asha_001169,loc_005,2026-08-22,fever,6
asha_001170,loc_005,2026-08-22,diarrhea,1
asha_001171,loc_005,2026-08-22,cough,3
asha_001172,loc_005,2026-08-22,rash,1
asha_001173,loc_005,2026-08-23,fever,2
asha_001174,loc_005,2026-08-23,diarrhea,1
asha_001175,loc_005,2026-08-23,cough,1
